Feature 1,Feature 2,Cluster Membership
-0.21037097086440423,0.004564148033563249,4
0.612465975552427,0.6575125333464733,6
0.7410342484300568,-0.66095817468718,6
-0.5189348257707159,-1.539938646709617,1
0.6253228028401899,0.004564148033563249,6
0.5738954936891381,0.004564148033563249,6
0.561038666401375,0.004564148033563249,6
0.3938999116604562,0.004564148033563249,6
0.1753338477684854,1.9759832413801266,5
0.08533605675414449,0.004564148033563249,6
-0.8274986806770276,0.6575125333464733,5
-0.7503577169504497,-1.9794288827208373,1
-0.9174964716913685,0.004564148033563249,2
-1.0332079172812354,0.004564148033563249,2
0.2781884660705893,0.004564148033563249,6
0.021051920315329552,-0.22146793867596354,4
-0.15894366171335228,1.53649300536891,5
-0.428937034756375,1.0970027693576898,5
-0.48036434390742694,-0.22146793867596354,4
-0.7760713715259757,1.0970027693576898,5
-0.9303532989791315,0.6575125333464733,5
-0.7375008896626867,0.004564148033563249,2
-0.7889281988137387,0.004564148033563249,2
-0.8532123352525536,1.0970027693576898,5
0.08533605675414449,-0.22146793867596354,6
0.021051920315329552,-0.22146793867596354,4
0.008195093027566564,0.6575125333464733,6
-0.030375388835722397,0.004564148033563249,4
-0.09465952527453733,0.004564148033563249,4
-0.12037317985006331,0.004564148033563249,4
-0.1332300071378263,0.004564148033563249,4
-0.14608683442558928,0.004564148033563249,4
-0.2875119345909822,0.6575125333464733,5
-0.416080207468612,1.9759832413801266,5
-0.5832189622095308,0.21802229733525294,4
-0.6346462713605828,1.0970027693576898,5
-0.9560669535546575,-1.1004484106984005,2
-0.9817806081301835,0.004564148033563249,2
-1.0074942627057095,-1.1004484106984005,2
1.0238844487608425,0.004564148033563249,3
0.9981707941853166,0.004564148033563249,3
0.9853139668975536,0.004564148033563249,3
0.9724571396097906,0.004564148033563249,3
0.9596003123220277,0.004564148033563249,3
0.9467434850342646,0.004564148033563249,3
0.8824593485954497,0.004564148033563249,3
0.8696025213076868,0.004564148033563249,3
0.7281774211422939,1.0970027693576898,6
0.7024637665667679,0.21802229733525294,6
0.689606939279005,-0.22146793867596354,6
0.6253228028401899,0.004564148033563249,6
0.599609148264664,0.004564148033563249,6
0.586752320976901,0.004564148033563249,6
0.5738954936891381,0.004564148033563249,6
0.561038666401375,0.004564148033563249,6
0.5224681845380861,0.21802229733525294,6
0.5481818391136121,0.6575125333464733,6
0.509611357250323,1.0970027693576898,6
0.4967545299625601,0.004564148033563249,6
0.4838977026747971,0.004564148033563249,6
0.43247039352374517,0.004564148033563249,6
0.4067567389482192,0.004564148033563249,6
0.3810430843726932,-0.22146793867596354,6
0.3681862570849302,0.004564148033563249,6
0.34247260250940426,0.004564148033563249,6
0.32961577522164126,0.004564148033563249,6
0.31675894793387827,0.004564148033563249,6
0.30390212064611527,-1.1004484106984005,6
0.2910452933583523,0.004564148033563249,6
0.2781884660705893,0.004564148033563249,6
0.26533163878282634,0.004564148033563249,6
0.25247481149506334,-0.22146793867596354,6
0.22676115691953735,0.004564148033563249,6
0.1881906750562484,0.004564148033563249,6
0.1753338477684854,0.21802229733525294,6
0.1624770204807224,1.9759832413801266,5
0.13676336590519644,0.004564148033563249,6
0.12390653861743345,0.004564148033563249,6
0.07247922946638151,0.004564148033563249,6
0.03390874760309254,0.6575125333464733,6
0.008195093027566564,0.004564148033563249,4
-0.004661734260196423,0.004564148033563249,4
-0.030375388835722397,0.6575125333464733,4
-0.06894587069901136,1.0970027693576898,5
-0.12037317985006331,0.004564148033563249,4
-0.14608683442558928,0.004564148033563249,4
-0.17180048900111528,-4.176880062776926,1
-0.19751414357664124,-0.66095817468718,4
-0.21037097086440423,0.004564148033563249,4
-0.2232277981521672,-0.22146793867596354,4
-0.2360846254399302,-3.297899590754491,1
-0.2489414527276932,0.004564148033563249,4
-0.2746551073032192,0.004564148033563249,4
-0.3003687618787451,0.004564148033563249,4
-0.3260824164542711,0.004564148033563249,4
-0.3517960710297971,-2.858409354743272,1
-0.3775097256053231,-2.858409354743272,1
-0.416080207468612,-0.66095817468718,4
-0.454650689331901,-1.9794288827208373,1
-0.48036434390742694,0.21802229733525294,4
-0.5189348257707159,-0.22146793867596354,4
-0.5575053076340049,-1.539938646709617,1
-0.5703621349217679,-1.539938646709617,1
-0.5960757894972939,1.53649300536891,5
-0.6089326167850568,0.004564148033563249,2
-0.6346462713605828,0.6575125333464733,5
-0.7503577169504497,0.6575125333464733,5
-0.7632145442382127,-0.66095817468718,2
-0.7889281988137387,-1.1004484106984005,2
-0.8146418533892646,1.0970027693576898,5
-0.8274986806770276,0.21802229733525294,2
-0.8403555079647906,0.21802229733525294,2
-0.8532123352525536,0.21802229733525294,2
-0.8917828171158426,0.004564148033563249,2
-0.8789259898280796,-1.9794288827208373,1
-0.9046396444036056,-3.297899590754491,1
-0.9432101262668945,1.0970027693576898,5
-1.0074942627057095,1.0970027693576898,5
-1.0332079172812354,0.6575125333464733,5
-0.7760713715259757,0.004564148033563249,2
-0.8274986806770276,0.6575125333464733,5
-0.8403555079647906,0.004564148033563249,2
-0.8789259898280796,0.004564148033563249,2
-0.8917828171158426,0.21802229733525294,2
-0.9046396444036056,0.004564148033563249,2
-0.9303532989791315,-0.22146793867596354,2
-0.9560669535546575,0.21802229733525294,2
-0.9689237808424205,0.6575125333464733,5
-0.9946374354179465,0.004564148033563249,2
-0.9046396444036056,0.004564148033563249,2
-1.0074942627057095,0.21802229733525294,2
-0.9174964716913685,1.0970027693576898,5
-0.9303532989791315,-1.9794288827208373,1
-0.9560669535546575,-0.66095817468718,2
-0.9689237808424205,0.6575125333464733,5
-1.0203510899934725,1.0970027693576898,5
-0.6732167532238718,0.004564148033563249,2
-0.6860735805116348,-0.66095817468718,2
-0.6989304077993977,0.004564148033563249,2
-0.7375008896626867,0.004564148033563249,2
-0.7503577169504497,0.004564148033563249,2
-0.7117872350871608,0.004564148033563249,2
-0.7632145442382127,1.0970027693576898,5
-0.7760713715259757,-2.858409354743272,1
-0.7889281988137387,0.6575125333464733,5
-0.8017850261015017,0.004564148033563249,2
-0.8146418533892646,1.53649300536891,5
-0.8403555079647906,0.21802229733525294,2
-0.8532123352525536,0.004564148033563249,2
-0.8660691625403166,-1.9794288827208373,1
-0.8789259898280796,-1.1004484106984005,2
-0.8917828171158426,-1.9794288827208373,1
-0.9046396444036056,-0.22146793867596354,2
-0.9303532989791315,-2.418919118732054,1
-0.9432101262668945,0.21802229733525294,2
-0.9560669535546575,-0.22146793867596354,2
-0.9174964716913685,0.004564148033563249,2
-0.9689237808424205,0.21802229733525294,2
-0.9817806081301835,-1.539938646709617,1
-1.0074942627057095,0.21802229733525294,2
-1.0332079172812354,0.004564148033563249,2
-1.0203510899934725,0.004564148033563249,2
0.26533163878282634,0.004564148033563249,6
-0.5575053076340049,0.004564148033563249,4
-0.7375008896626867,0.004564148033563249,2
-0.12037317985006331,0.004564148033563249,4
0.14962019319295944,0.6575125333464733,6
-0.3389392437420341,0.21802229733525294,4
-0.454650689331901,0.004564148033563249,4
-0.48036434390742694,1.0970027693576898,5
-0.9432101262668945,-3.297899590754491,1
-0.7246440623749237,-0.22146793867596354,2
0.08533605675414449,0.004564148033563249,6
0.26533163878282634,0.004564148033563249,6
-0.7503577169504497,0.6575125333464733,5
-0.004661734260196423,-0.22146793867596354,4
0.2010475023440114,0.6575125333464733,6
-0.09465952527453733,0.004564148033563249,4
-0.18465731628887824,-0.22146793867596354,4
-0.2489414527276932,0.004564148033563249,4
0.689606939279005,0.004564148033563249,6
-0.506077998482953,-0.22146793867596354,4
-0.9560669535546575,0.6575125333464733,5
-0.15894366171335228,-0.66095817468718,4
-0.3775097256053231,1.53649300536891,5
-0.1332300071378263,-1.1004484106984005,4
0.1881906750562484,0.004564148033563249,6
-0.8274986806770276,-0.66095817468718,2
-0.416080207468612,0.004564148033563249,4
-0.8917828171158426,0.004564148033563249,2
-1.0203510899934725,0.004564148033563249,2
-0.9689237808424205,-0.22146793867596354,2
-0.21037097086440423,0.004564148033563249,4
-0.7889281988137387,0.004564148033563249,2
-0.8017850261015017,-1.1004484106984005,2
-0.8274986806770276,0.004564148033563249,2
-0.428937034756375,0.004564148033563249,4
-0.9174964716913685,0.004564148033563249,2
-0.6860735805116348,0.004564148033563249,2
-0.6603599259361088,0.004564148033563249,2
-0.49322117119518993,0.004564148033563249,4
-0.9689237808424205,0.6575125333464733,5
-0.9946374354179465,0.004564148033563249,2
-1.0074942627057095,0.6575125333464733,5
-0.6346462713605828,-1.1004484106984005,2
-0.6860735805116348,-2.418919118732054,1
-0.9432101262668945,0.004564148033563249,2
-0.7503577169504497,-1.9794288827208373,1
-0.9174964716913685,0.6575125333464733,5
-0.9560669535546575,0.21802229733525294,2
-0.8789259898280796,-0.66095817468718,2
-0.9046396444036056,-2.858409354743272,1
-0.2360846254399302,0.004564148033563249,4
-0.2232277981521672,0.004564148033563249,4
-0.2489414527276932,0.004564148033563249,4
-0.2617982800154562,0.004564148033563249,4
-0.2875119345909822,0.004564148033563249,4
-0.3003687618787451,0.004564148033563249,4
-0.3132255891665081,0.004564148033563249,4
-0.3260824164542711,0.004564148033563249,4
-0.3389392437420341,0.004564148033563249,4
-0.3517960710297971,0.004564148033563249,4
-0.3646528983175601,0.004564148033563249,4
-0.390366552893086,0.004564148033563249,4
-0.403223380180849,0.004564148033563249,4
-0.416080207468612,0.004564148033563249,4
-0.428937034756375,0.004564148033563249,4
-0.454650689331901,0.004564148033563249,4
-0.467507516619664,0.004564148033563249,4
-0.48036434390742694,1.53649300536891,5
-0.49322117119518993,1.0970027693576898,5
-0.506077998482953,0.004564148033563249,4
-0.5317916530584789,0.004564148033563249,4
-0.5446484803462419,0.004564148033563249,4
-0.5703621349217679,0.004564148033563249,4
-0.6089326167850568,0.004564148033563249,2
-0.6217894440728198,0.004564148033563249,2
-0.6346462713605828,0.21802229733525294,2
-0.6475030986483458,0.004564148033563249,2
-0.6603599259361088,0.004564148033563249,2
-0.6732167532238718,0.004564148033563249,2
-0.6860735805116348,0.004564148033563249,2
-0.7117872350871608,0.21802229733525294,2
-0.7632145442382127,-2.418919118732054,1
-0.7760713715259757,0.004564148033563249,2
-0.7889281988137387,0.004564148033563249,2
-0.8274986806770276,-1.1004484106984005,2
-0.8532123352525536,-1.9794288827208373,1
-0.8789259898280796,0.004564148033563249,2
-0.9174964716913685,0.6575125333464733,5
-0.9432101262668945,-1.539938646709617,1
-0.9560669535546575,-3.297899590754491,1
-0.9817806081301835,-1.539938646709617,1
-0.9946374354179465,-2.418919118732054,1
-1.0074942627057095,1.53649300536891,5
-1.0203510899934725,-1.1004484106984005,2
-1.0332079172812354,-0.66095817468718,2
-0.9817806081301835,0.004564148033563249,2
-0.9946374354179465,-4.616370298788144,1
-1.0074942627057095,-1.539938646709617,1
-1.0203510899934725,-1.1004484106984005,2
-1.0332079172812354,0.6575125333464733,5
-1.0332079172812354,1.9759832413801266,5
-0.9046396444036056,0.004564148033563249,2
-0.9174964716913685,0.004564148033563249,2
-0.9303532989791315,0.004564148033563249,2
-0.9560669535546575,0.004564148033563249,2
-0.9689237808424205,0.004564148033563249,2
-0.9817806081301835,-2.858409354743272,1
-0.9946374354179465,1.53649300536891,5
-1.0074942627057095,-1.1004484106984005,2
-1.0203510899934725,-2.858409354743272,1
-1.0332079172812354,-1.9794288827208373,1
-0.5832189622095308,0.004564148033563249,4
-0.8146418533892646,-3.7373898267657073,1
-0.8789259898280796,0.21802229733525294,2
-1.0074942627057095,-1.9794288827208373,1
-0.6989304077993977,0.004564148033563249,2
-0.9174964716913685,1.9759832413801266,5
-0.9432101262668945,-6.813821478844234,1
-0.9046396444036056,-1.1004484106984005,2
-1.0074942627057095,0.004564148033563249,2
-0.9689237808424205,-0.22146793867596354,2
-0.9817806081301835,-2.858409354743272,1
-0.7632145442382127,1.0970027693576898,5
-0.7889281988137387,0.004564148033563249,2
-0.8017850261015017,-0.66095817468718,2
-0.49322117119518993,0.004564148033563249,4
-0.6860735805116348,0.004564148033563249,2
-0.6860735805116348,1.0970027693576898,5
-0.8017850261015017,0.004564148033563249,2
-0.8274986806770276,0.004564148033563249,2
-0.8532123352525536,0.004564148033563249,2
-0.5703621349217679,0.004564148033563249,4
-0.5832189622095308,0.004564148033563249,4
-0.5960757894972939,0.004564148033563249,4
-0.6089326167850568,0.004564148033563249,2
-0.6475030986483458,-2.858409354743272,1
-0.6860735805116348,0.004564148033563249,2
-0.6989304077993977,0.004564148033563249,2
-0.7117872350871608,0.004564148033563249,2
-0.7246440623749237,0.004564148033563249,2
-0.7503577169504497,-1.539938646709617,1
-0.7632145442382127,0.004564148033563249,2
-0.7889281988137387,-0.22146793867596354,2
-0.8017850261015017,0.004564148033563249,2
-0.8146418533892646,-0.66095817468718,2
-0.8274986806770276,-1.1004484106984005,2
-0.8532123352525536,-0.66095817468718,2
-0.8660691625403166,-0.22146793867596354,2
-0.8917828171158426,0.004564148033563249,2
-0.9046396444036056,0.004564148033563249,2
-0.9174964716913685,0.21802229733525294,2
-0.9303532989791315,-1.539938646709617,1
-0.9560669535546575,0.004564148033563249,2
-0.9689237808424205,0.004564148033563249,2
-0.9946374354179465,0.6575125333464733,5
-1.0203510899934725,1.0970027693576898,5
-1.0332079172812354,0.004564148033563249,2
-0.9946374354179465,-0.22146793867596354,2
-1.0074942627057095,-0.22146793867596354,2
-0.9174964716913685,-5.055860534799362,1
-0.9303532989791315,0.004564148033563249,2
-0.9432101262668945,-3.297899590754491,1
-0.9560669535546575,-1.1004484106984005,2
-0.9689237808424205,-1.539938646709617,1
-0.9817806081301835,-4.176880062776926,1
-0.9946374354179465,-1.1004484106984005,2
-1.0074942627057095,0.004564148033563249,2
-1.0332079172812354,0.004564148033563249,2
-1.0203510899934725,0.004564148033563249,2
-0.8274986806770276,-0.22146793867596354,2
-1.0332079172812354,-1.1004484106984005,2
-0.7760713715259757,0.004564148033563249,2
-0.9817806081301835,0.004564148033563249,2
-1.0332079172812354,0.004564148033563249,2
-0.7889281988137387,0.6575125333464733,5
-0.416080207468612,0.21802229733525294,4
-0.7760713715259757,0.004564148033563249,2
-0.8917828171158426,0.004564148033563249,2
0.07247922946638151,0.004564148033563249,6
-0.8274986806770276,0.004564148033563249,2
0.09819288404190747,0.004564148033563249,6
-0.9303532989791315,-1.1004484106984005,2
-0.2746551073032192,1.0970027693576898,5
0.03390874760309254,0.004564148033563249,4
-0.01751856154795941,0.004564148033563249,4
-0.17180048900111528,0.004564148033563249,4
0.046765574890855525,0.004564148033563249,6
-0.18465731628887824,-0.22146793867596354,4
-0.2746551073032192,-0.22146793867596354,4
-0.3517960710297971,-0.22146793867596354,4
-0.5575053076340049,1.53649300536891,5
-0.6089326167850568,0.004564148033563249,2
-0.8017850261015017,-0.66095817468718,2
-0.9560669535546575,1.0970027693576898,5
-0.454650689331901,0.004564148033563249,4
-0.49322117119518993,1.0970027693576898,5
-0.5446484803462419,0.004564148033563249,4
-0.5703621349217679,0.004564148033563249,4
-0.6089326167850568,0.004564148033563249,2
-0.6346462713605828,0.004564148033563249,2
-0.7503577169504497,0.6575125333464733,5
-0.7760713715259757,1.0970027693576898,5
-0.7632145442382127,0.6575125333464733,5
-0.8274986806770276,0.6575125333464733,5
-0.8532123352525536,1.0970027693576898,5
-0.8789259898280796,0.6575125333464733,5
-1.0074942627057095,1.0970027693576898,5
0.021051920315329552,0.004564148033563249,4
0.008195093027566564,0.004564148033563249,4
-0.030375388835722397,0.004564148033563249,4
-0.043232216123485386,0.004564148033563249,4
-0.056089043411248374,0.004564148033563249,4
-0.08180269798677435,0.6575125333464733,4
-0.17180048900111528,0.004564148033563249,4
-0.1332300071378263,-0.22146793867596354,4
-0.18465731628887824,0.004564148033563249,4
-0.19751414357664124,0.21802229733525294,4
-0.21037097086440423,0.004564148033563249,4
-0.2232277981521672,-1.539938646709617,1
-0.2489414527276932,1.9759832413801266,5
-0.2746551073032192,0.004564148033563249,4
-0.2875119345909822,0.004564148033563249,4
-0.3003687618787451,0.004564148033563249,4
-0.3260824164542711,1.0970027693576898,5
-0.403223380180849,0.004564148033563249,4
-0.416080207468612,0.21802229733525294,4
-0.428937034756375,-2.418919118732054,1
-0.441793862044138,0.6575125333464733,5
-0.48036434390742694,1.53649300536891,5
-0.49322117119518993,0.6575125333464733,5
-0.506077998482953,-0.66095817468718,4
-0.5317916530584789,0.6575125333464733,5
-0.5446484803462419,1.53649300536891,5
-0.5832189622095308,-0.22146793867596354,4
-0.6217894440728198,0.6575125333464733,5
-0.6346462713605828,0.004564148033563249,2
-0.6732167532238718,0.004564148033563249,2
-0.7632145442382127,0.21802229733525294,2
-0.7889281988137387,-2.418919118732054,1
-0.8017850261015017,-1.539938646709617,1
-0.8274986806770276,0.6575125333464733,5
-0.8403555079647906,-0.66095817468718,2
-0.8660691625403166,0.004564148033563249,2
-0.8789259898280796,-2.418919118732054,1
-0.9046396444036056,0.21802229733525294,2
-0.9174964716913685,-0.66095817468718,2
-0.9432101262668945,-1.1004484106984005,2
-0.9560669535546575,1.53649300536891,5
-0.9689237808424205,-0.22146793867596354,2
-0.9946374354179465,0.21802229733525294,2
-1.0074942627057095,-0.22146793867596354,2
-1.0203510899934725,1.0970027693576898,5
-0.8017850261015017,-1.9794288827208373,1
-0.8660691625403166,0.6575125333464733,5
-0.8789259898280796,0.6575125333464733,5
-0.8917828171158426,0.004564148033563249,2
-0.9046396444036056,0.21802229733525294,2
-0.9560669535546575,0.004564148033563249,2
-0.9817806081301835,-0.66095817468718,2
-0.9946374354179465,0.004564148033563249,2
-1.0074942627057095,-0.66095817468718,2
-1.0203510899934725,-1.9794288827208373,1
-1.0332079172812354,0.6575125333464733,5
-0.9946374354179465,1.0970027693576898,5
-1.0074942627057095,1.53649300536891,5
-1.0332079172812354,0.6575125333464733,5
-0.8403555079647906,1.53649300536891,5
-0.8146418533892646,0.004564148033563249,2
-0.8532123352525536,1.53649300536891,5
